bid_discount,count_linktot_in,count_linktot_out,auction_type,participated,logmiles_fiwo,logcapital,backlog_lagged,firm_type_unlim_liab,auction_id,labor,region,year
,0,98,0,0,,3.806663,0,0,314712,40,"LOMBARDIA",2005
14.41,40,58,0,1,2.987347,3.806663,0,0,315063,40,"VENETO",2005
,2,96,0,0,,3.806663,0,0,315706,40,"EMILIA ROMAGNA",2005
22.199,20,62,0,1,4.032008,3.806663,0,0,316008,40,"VENETO",2005
,0,98,0,0,,3.806663,0,0,316124,40,"LOMBARDIA",2005
14.27,5,77,0,1,4.049766,3.806663,0,0,316477,40,"EMILIA ROMAGNA",2005
,1,53,0,0,,3.806663,0,0,316565,40,"EMILIA ROMAGNA",2005
,1,81,0,0,,3.806663,0,0,316566,40,"EMILIA ROMAGNA",2005
,2,96,0,0,,3.806663,0,0,316569,40,"EMILIA ROMAGNA",2005
,0,98,0,0,,3.806663,0,0,316809,40,"LOMBARDIA",2005
15.573,6,1,0,1,4.049766,3.806663,0,0,316929,40,"EMILIA ROMAGNA",2005
,2,96,0,0,,3.806663,0,0,317024,40,"EMILIA ROMAGNA",2005
3.973,3,95,0,1,4.708431,3.806663,0,0,317057,40,"LOMBARDIA",2005
17.93,10,44,0,1,3.612403,3.806663,0,0,317363,40,"VENETO",2005
,1,92,0,0,,3.806663,0,0,317480,40,"LOMBARDIA",2005
,35,58,0,0,,3.806663,0,0,317840,40,"VENETO",2005
,2,96,0,0,,3.806663,0,0,317982,40,"EMILIA ROMAGNA",2005
,1,97,0,0,,3.806663,0,0,318137,40,"LOMBARDIA",2005
11.574,7,86,0,1,4.126715,3.806663,0,0,318138,40,"LOMBARDIA",2005
14.236,20,34,0,1,3.882677,3.806663,0,0,318296,40,"EMILIA ROMAGNA",2005
13.465,17,2,0,1,3.529913,3.806663,0,0,318297,40,"VENETO",2005
,1,92,0,0,,3.806663,0,0,318415,40,"LOMBARDIA",2005
10.817,42,51,0,1,2.987347,3.806663,0,0,318451,40,"VENETO",2005
,11,71,0,0,,3.806663,0,0,319872,40,"VENETO",2005
,0,98,0,0,,3.806663,0,0,319995,40,"LOMBARDIA",2005
,6,77,0,0,,3.806663,0,0,319999,40,"LOMBARDIA",2005
,0,93,0,0,,3.806663,0,0,320593,40,"LOMBARDIA",2006
,1,97,0,0,,3.806663,0,0,321538,40,"EMILIA ROMAGNA",2006
18.05,7,21,0,1,4.049766,3.806663,0,0,321640,40,"EMILIA ROMAGNA",2006
,5,77,0,0,,3.806663,0,0,322138,40,"EMILIA ROMAGNA",2006
6.955,38,3,0,1,3.038409,3.806663,0,0,322199,40,"VENETO",2006
5.59,33,65,0,1,2.987347,3.806663,0,0,322644,40,"VENETO",2006
,1,97,0,0,,3.806663,0,0,322707,40,"EMILIA ROMAGNA",2005
,2,80,0,0,,3.806663,0,0,322887,40,"LOMBARDIA",2006
4.54,3,95,0,1,4.53036,3.806663,0,0,322935,40,"EMILIA ROMAGNA",2005
,5,49,0,0,,3.806663,0,0,323462,40,"EMILIA ROMAGNA",2006
5.328,31,51,0,1,3.332026,3.806663,0,0,323696,40,"VENETO",2006
17.643,11,0,0,1,4.049766,3.806663,0,0,323933,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,324138,40,"EMILIA ROMAGNA",2006
,5,93,0,0,,3.806663,0,0,324348,40,"LOMBARDIA",2006
,4,89,0,0,,3.806663,0,0,324349,40,"LOMBARDIA",2006
,7,86,0,0,,3.806663,0,0,324350,40,"LOMBARDIA",2006
,0,98,0,0,,3.806663,0,0,324638,40,"LOMBARDIA",2006
14.471,22,2,0,1,3.80584,3.806663,0,0,325522,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,325647,40,"LOMBARDIA",2006
,0,93,0,0,,3.806663,0,0,325729,40,"EMILIA ROMAGNA",2006
7.816,42,56,0,1,3.332026,3.806663,0,0,326283,40,"VENETO",2006
,10,72,0,0,,3.806663,0,0,326480,40,"EMILIA ROMAGNA",2005
,14,40,0,0,,3.806663,0,0,326481,40,"EMILIA ROMAGNA",2005
7.74,47,46,0,1,2.987347,3.806663,0,0,326555,40,"VENETO",2006
,0,98,0,0,,3.806663,0,0,326797,40,"EMILIA ROMAGNA",2005
,0,93,1,0,,3.806663,0,0,326853,40,"EMILIA ROMAGNA",2005
16.054,7,19,0,1,4.364512,3.806663,0,0,326857,40,"EMILIA ROMAGNA",2006
2.8,44,49,0,1,2.987347,3.806663,0,0,327432,40,"VENETO",2006
,1,97,0,0,,3.806663,0,0,327782,40,"EMILIA ROMAGNA",2005
,0,93,0,0,,3.806663,0,0,327878,40,"LOMBARDIA",2006
,2,96,0,0,,3.806663,0,0,328588,40,"EMILIA ROMAGNA",2006
12.71,45,12,0,1,2.987347,3.806663,0,0,329260,40,"VENETO",2006
,9,89,0,0,,3.806663,0,0,329440,40,"EMILIA ROMAGNA",2006
,1,97,0,0,,3.806663,0,0,329604,40,"EMILIA ROMAGNA",2006
,8,85,0,0,,3.806663,0,0,329620,40,"VENETO",2005
9.49,42,51,0,1,3.332026,3.806663,0,0,329649,40,"VENETO",2006
,15,83,0,0,,3.806663,0,0,329852,40,"VENETO",2006
,1,97,0,0,,3.806663,0,0,329858,40,"EMILIA ROMAGNA",2006
,2,96,0,0,,3.806663,0,0,330511,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,330573,40,"EMILIA ROMAGNA",2006
20.15,7,75,0,1,4.600178,3.806663,0,0,330620,40,"LOMBARDIA",2006
,2,91,0,0,,3.806663,0,0,330832,40,"EMILIA ROMAGNA",2006
,2,96,0,0,,3.806663,0,0,330833,40,"EMILIA ROMAGNA",2006
,2,96,0,0,,3.806663,0,0,330834,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,330835,40,"EMILIA ROMAGNA",2006
,1,97,0,0,,3.806663,0,0,330836,40,"EMILIA ROMAGNA",2006
,0,93,0,0,,3.806663,0,0,330837,40,"EMILIA ROMAGNA",2006
,0,93,0,0,,3.806663,0,0,330838,40,"EMILIA ROMAGNA",2006
,0,93,0,0,,3.806663,0,0,330839,40,"EMILIA ROMAGNA",2006
,0,93,0,0,,3.806663,0,0,330840,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,330841,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,330842,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,330843,40,"EMILIA ROMAGNA",2006
13.61,49,44,0,1,2.987347,3.806663,0,0,331045,40,"VENETO",2006
12.18,48,45,0,1,2.987347,3.806663,0,0,331046,40,"VENETO",2006
4.38,43,55,0,1,2.987347,3.806663,0,0,331048,40,"VENETO",2006
4.91,45,53,0,1,2.987347,3.806663,0,0,331049,40,"VENETO",2006
,1,97,0,0,,3.806663,0,0,331584,40,"LOMBARDIA",2006
,2,96,0,0,,3.806663,7.377,0,331696,40,"EMILIA ROMAGNA",2005
5.26,38,12,0,1,2.987347,3.806663,0,0,331740,40,"VENETO",2006
,2,91,0,0,,3.806663,0,0,331917,40,"EMILIA ROMAGNA",2006
7.93,41,57,0,1,2.987347,3.806663,0,0,332607,40,"VENETO",2006
,4,94,0,0,,3.806663,0,0,333506,40,"LOMBARDIA",2006
,4,78,0,0,,3.806663,0,0,333507,40,"LOMBARDIA",2006
7.691,39,54,0,1,2.987347,3.806663,0,0,333511,40,"VENETO",2006
9.73,36,62,0,1,2.987347,3.806663,0,0,333814,40,"VENETO",2006
,5,93,0,0,,3.806663,0,0,334360,40,"EMILIA ROMAGNA",2005
,1,97,0,0,,3.806663,0,0,334498,40,"EMILIA ROMAGNA",2006
12.021,21,61,0,1,3.37115,3.806663,0,0,334505,40,"LOMBARDIA",2006
,2,91,0,0,,3.806663,0,0,334556,40,"EMILIA ROMAGNA",2006
,4,94,0,0,,3.806663,0,0,334684,40,"LOMBARDIA",2006
,2,91,0,0,,3.806663,0,0,334920,40,"EMILIA ROMAGNA",2006
,6,87,0,0,,3.806663,0,0,334921,40,"EMILIA ROMAGNA",2006
,10,83,0,0,,3.806663,0,0,335130,40,"VENETO",2006
6.988,35,58,0,1,3.764242,3.806663,0,0,335271,40,"VENETO",2006
,3,90,0,0,,3.806663,0,0,335419,40,"EMILIA ROMAGNA",2006
4.51,38,60,0,1,2.987347,3.806663,0,0,335452,40,"VENETO",2006
,2,91,0,0,,3.806663,0,0,335571,40,"LOMBARDIA",2006
,0,98,0,0,,3.806663,0,0,335572,40,"LOMBARDIA",2006
14.82,4,94,0,1,4.531438,3.806663,0,0,335874,40,"EMILIA ROMAGNA",2006
15.81,21,72,0,1,3.500258,3.806663,0,0,336092,40,"LOMBARDIA",2006
15.775,36,4,0,1,3.005435,3.806663,0,0,336523,40,"VENETO",2006
16.041,35,4,0,1,3.005435,3.806663,0,0,336701,40,"VENETO",2006
16.117,41,2,0,1,3.005435,3.806663,0,0,336702,40,"VENETO",2006
6.5,38,60,0,1,3.005435,3.806663,0,0,336751,40,"VENETO",2006
16.444,40,2,0,1,3.005435,3.806663,0,0,336919,40,"VENETO",2006
16.28,34,3,0,1,3.005435,3.806663,0,0,336920,40,"VENETO",2006
15.563,45,2,0,1,3.005435,3.806663,0,0,337129,40,"VENETO",2006
14.16,8,50,0,1,4.139382,3.806663,0,0,337262,40,"EMILIA ROMAGNA",2006
4.287,10,72,0,1,4.049766,3.806663,0,0,337268,40,"EMILIA ROMAGNA",2006
,8,74,0,0,,3.806663,0,0,337269,40,"EMILIA ROMAGNA",2006
,3,95,0,0,,3.806663,0,0,337310,40,"EMILIA ROMAGNA",2006
18.175,24,70,0,1,3.054284,3.806663,0,0,337322,40,"LOMBARDIA",2006
,4,89,0,0,,3.806663,0,0,337331,40,"EMILIA ROMAGNA",2006
,6,87,0,0,,3.806663,0,0,337510,40,"EMILIA ROMAGNA",2006
4.082,3,79,0,1,4.156505,3.806663,0,0,337515,40,"EMILIA ROMAGNA",2005
16.235,10,12,0,1,4.049766,3.806663,0,0,337955,40,"EMILIA ROMAGNA",2006
16.235,10,12,0,1,4.049766,3.806663,0,0,337959,40,"EMILIA ROMAGNA",2006
12.24,44,3,0,1,2.425068,3.806663,0,0,338413,40,"VENETO",2006
22.927,8,15,0,1,4.126715,3.806663,0,0,339769,40,"LOMBARDIA",2006
,36,62,0,0,,3.806663,0,0,339827,40,"VENETO",2006
,16,66,0,0,,3.806663,0,0,339960,40,"VENETO",2006
,0,93,0,0,,3.806663,0,0,340041,40,"LOMBARDIA",2006
,1,97,0,0,,3.806663,0,0,340105,40,"VENETO",2006
,6,92,0,0,,3.806663,0,0,340165,40,"LOMBARDIA",2006
,5,49,0,0,,3.806663,0,0,340222,40,"EMILIA ROMAGNA",2006
,1,97,0,0,,3.806663,0,0,340369,40,"LOMBARDIA",2006
6.453,32,24,0,1,2.987347,3.806663,0,0,341186,40,"VENETO",2006
,9,89,0,0,,3.806663,0,0,343554,40,"LOMBARDIA",2006
6.1,44,49,0,1,2.987347,3.806663,0,0,343625,38,"VENETO",2006
,1,97,0,0,,3.806663,0,0,343633,38,"VENETO",2006
,10,72,0,0,,3.806663,0,0,343770,38,"LOMBARDIA",2006
,3,90,0,0,,3.806663,0,0,343813,40,"EMILIA ROMAGNA",2006
,1,97,0,0,,3.806663,0,0,343814,40,"EMILIA ROMAGNA",2006
15.57,5,88,0,1,4.595039,3.806663,0,0,344098,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,344099,38,"EMILIA ROMAGNA",2006
,1,92,0,0,,3.806663,0,0,344412,38,"LOMBARDIA",2006
,12,87,0,0,,3.806663,0,0,344636,38,"VENETO",2006
,4,94,0,0,,3.806663,0,0,344857,38,"EMILIA ROMAGNA",2006
,3,95,0,0,,3.806663,0,0,344858,38,"EMILIA ROMAGNA",2006
,11,82,0,0,,3.806663,0,0,344861,38,"VENETO",2006
,0,98,0,0,,3.806663,0,0,344935,38,"LOMBARDIA",2006
,3,95,0,0,,3.806663,0,0,345041,38,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,345072,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,345075,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,345194,38,"LOMBARDIA",2006
,0,93,0,0,,3.806663,0,0,345210,38,"EMILIA ROMAGNA",2006
15.688,16,82,0,1,2.413679,3.806663,0,0,345547,40,"LOMBARDIA",2006
22.486,2,91,0,1,4.156505,3.806663,0,0,345809,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,345810,40,"EMILIA ROMAGNA",2005
,2,96,0,0,,3.806663,0,0,345812,38,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,345813,38,"EMILIA ROMAGNA",2006
,2,91,0,0,,3.806663,0,0,345824,38,"EMILIA ROMAGNA",2006
,1,97,0,0,,3.806663,0,0,345834,38,"LOMBARDIA",2006
,8,85,0,0,,3.806663,0,0,345939,38,"LOMBARDIA",2006
,0,98,0,0,,3.806663,0,0,346425,38,"LOMBARDIA",2006
,1,97,0,0,,3.806663,0,0,346471,38,"EMILIA ROMAGNA",2006
,2,96,0,0,,3.806663,0,0,346511,38,"LOMBARDIA",2006
,1,97,0,0,,3.806663,0,0,346512,38,"LOMBARDIA",2006
,2,96,0,0,,3.806663,0,0,346513,38,"LOMBARDIA",2006
,2,96,0,0,,3.806663,0,0,346514,38,"LOMBARDIA",2006
,2,96,0,0,,3.806663,0,0,346515,38,"LOMBARDIA",2006
,2,96,0,0,,3.806663,0,0,346516,38,"LOMBARDIA",2006
,1,92,0,0,,3.806663,0,0,346517,38,"LOMBARDIA",2006
,2,96,0,0,,3.806663,0,0,346518,38,"LOMBARDIA",2006
,1,92,0,0,,3.806663,0,0,346519,38,"LOMBARDIA",2006
,1,92,0,0,,3.806663,0,0,346520,38,"LOMBARDIA",2006
,2,91,0,0,,3.806663,0,0,346521,38,"LOMBARDIA",2006
,2,91,0,0,,3.806663,0,0,346522,38,"LOMBARDIA",2006
,2,91,0,0,,3.806663,0,0,346523,38,"LOMBARDIA",2006
,2,91,0,0,,3.806663,0,0,346524,38,"LOMBARDIA",2006
,1,92,0,0,,3.806663,0,0,346525,38,"LOMBARDIA",2006
,1,92,0,0,,3.806663,0,0,346526,38,"LOMBARDIA",2006
,7,47,0,0,,3.806663,0,0,346917,38,"VENETO",2006
11.13,17,67,0,1,2.800447,3.806663,0,0,347129,40,"LOMBARDIA",2006
27.93,3,90,0,1,3.859192,3.806663,0,0,347458,38,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,347744,38,"EMILIA ROMAGNA",2006
,17,77,0,0,,3.806663,0,0,347879,40,"LOMBARDIA",2006
,30,68,0,0,,3.806663,0,0,348011,38,"VENETO",2006
,2,91,0,0,,3.806663,0,0,348058,38,"LOMBARDIA",2006
,4,94,0,0,,3.806663,0,0,348069,40,"EMILIA ROMAGNA",2006
,2,96,0,0,,3.806663,0,0,348117,38,"EMILIA ROMAGNA",2006
,3,95,0,0,,3.806663,0,0,348233,38,"EMILIA ROMAGNA",2006
12.98,36,62,0,1,2.987347,3.806663,0,0,348417,38,"VENETO",2006
,7,86,0,0,,3.806663,0,0,348805,38,"VENETO",2006
,3,95,0,0,,3.806663,0,0,348940,38,"EMILIA ROMAGNA",2006
,3,95,0,0,,3.806663,0,0,348941,38,"EMILIA ROMAGNA",2006
13.774,39,54,0,1,2.987347,3.806663,0,0,349071,38,"VENETO",2006
12.333,33,65,0,1,2.987347,3.806663,0,0,349244,38,"VENETO",2006
,0,98,0,0,,3.806663,0,0,349313,38,"LOMBARDIA",2006
,34,59,0,0,,3.806663,0,0,349875,38,"VENETO",2006
,11,82,0,0,,3.806663,0,0,350471,38,"EMILIA ROMAGNA",2006
,6,92,0,0,,3.806663,0,0,350474,38,"EMILIA ROMAGNA",2006
,6,92,0,0,,3.806663,0,0,350476,38,"EMILIA ROMAGNA",2006
24.299,6,92,0,1,2.837088,3.806663,0,0,350485,38,"LOMBARDIA",2006
15.74,19,38,0,1,2.838669,3.806663,0,0,350628,38,"LOMBARDIA",2006
,1,92,0,0,,3.806663,0,0,350681,40,"LOMBARDIA",2006
,1,97,0,0,,3.806663,0,0,350975,38,"EMILIA ROMAGNA",2006
,5,93,0,0,,3.806663,0,0,350976,40,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,351066,38,"LOMBARDIA",2006
,0,98,0,0,,3.806663,0,0,351319,38,"EMILIA ROMAGNA",2006
23.894,33,61,0,1,3.296392,3.806663,0,0,351600,38,"VENETO",2006
,1,97,0,0,,3.806663,0,0,351692,38,"EMILIA ROMAGNA",2006
,17,81,0,0,,3.806663,0,0,351796,38,"EMILIA ROMAGNA",2006
20.369,11,29,0,1,2.946279,3.806663,0,0,352259,38,"LOMBARDIA",2006
,11,88,0,0,,3.806663,0,0,352949,40,"LOMBARDIA",2006
,7,91,0,0,,3.806663,0,0,353129,38,"VENETO",2006
,2,91,0,0,,3.806663,0,0,353199,38,"LOMBARDIA",2006
,12,70,0,0,,3.806663,0,0,353253,38,"LOMBARDIA",2006
14.557,8,90,0,1,3.894816,3.806663,0,0,353258,38,"EMILIA ROMAGNA",2006
7.93,36,57,0,1,2.425068,3.806663,0,0,353303,38,"VENETO",2006
21.97,20,73,0,1,3.070376,3.806663,0,0,353872,38,"LOMBARDIA",2006
,0,98,0,0,,3.806663,0,0,354322,38,"EMILIA ROMAGNA",2006
,9,89,0,0,,3.806663,0,0,355392,38,"LOMBARDIA",2006
14.896,40,20,0,1,3.332026,3.806663,0,0,355609,38,"VENETO",2006
,5,77,0,0,,3.806663,0,0,355623,38,"LOMBARDIA",2006
,0,98,0,0,,3.806663,0,0,355705,38,"LOMBARDIA",2006
,0,98,0,0,,3.806663,0,0,355982,38,"LOMBARDIA",2006
,0,98,0,0,,3.806663,0,0,356260,38,"LOMBARDIA",2006
,11,44,0,0,,3.806663,0,0,356533,38,"VENETO",2006
16.81,21,23,0,1,3.070376,3.806663,0,0,356877,38,"LOMBARDIA",2006
18.11,29,25,0,1,2.946279,3.806663,0,0,357407,38,"LOMBARDIA",2006
20.25,6,87,0,1,4.600178,3.806663,0,0,357673,38,"LOMBARDIA",2006
,4,89,0,0,,3.806663,0,0,358019,38,"LOMBARDIA",2006
,4,94,0,0,,3.806663,0,0,358297,38,"LOMBARDIA",2006
10.215,40,53,0,1,3.332026,3.806663,0,0,358606,38,"VENETO",2006
,0,98,0,0,,3.806663,0,0,358855,38,"LOMBARDIA",2006
,2,22,0,0,,3.806663,0,0,359139,38,"EMILIA ROMAGNA",2006
,0,98,0,0,,3.806663,0,0,359627,38,"LOMBARDIA",2006
,11,14,0,0,,3.806663,0,0,359909,38,"VENETO",2006
,6,76,0,0,,3.806663,0,0,360017,38,"LOMBARDIA",2006
8.368,42,4,0,1,3.038409,3.806663,0,0,360276,38,"VENETO",2006
,0,98,0,0,,3.806663,0,0,360832,38,"EMILIA ROMAGNA",2006
,2,96,0,0,,3.806663,0,0,360846,40,"EMILIA ROMAGNA",2006
,8,6,,1,,,0,,361390,,"",
,0,98,0,0,,3.806663,0,0,362440,38,"LOMBARDIA",2006
14.132,19,37,0,1,2.838669,3.806663,0,0,363047,38,"LOMBARDIA",2006
,7,86,0,0,,3.806663,0,0,364513,38,"LOMBARDIA",2006
,1,97,0,0,,3.806663,0,0,365202,38,"VENETO",2006
,3,95,0,0,,3.806663,0,0,365205,38,"VENETO",2006
,6,92,0,0,,3.806663,0,0,365245,38,"LOMBARDIA",2007
10.95,33,8,0,1,2.987347,3.806663,0,0,365625,38,"VENETO",2007
,6,87,0,0,,3.806663,0,0,365803,38,"LOMBARDIA",2007
,4,78,0,0,,3.806663,0,0,366150,38,"LOMBARDIA",2007
,5,88,0,0,,3.806663,0,0,366610,38,"LOMBARDIA",2007
,0,98,0,0,,3.806663,0,0,366612,38,"LOMBARDIA",2007
,3,90,0,0,,3.806663,0,0,366704,38,"LOMBARDIA",2007
7.467,44,56,0,1,2.987347,3.806663,0,0,367293,38,"VENETO",2007
10.652,46,8,0,1,3.350185,3.806663,0,0,367360,38,"VENETO",2006
,0,98,0,0,,3.806663,0,0,367374,38,"LOMBARDIA",2007
15.595,46,0,0,1,2.987347,3.806663,0,0,367645,38,"VENETO",2007
,6,87,0,0,,3.806663,0,0,367688,38,"EMILIA ROMAGNA",2007
,5,88,0,0,,3.806663,0,0,367760,38,"LOMBARDIA",2007
,3,95,0,0,,3.806663,0,0,367862,38,"LOMBARDIA",2007
,2,96,0,0,,3.806663,0,0,368473,38,"LOMBARDIA",2007
14.12,4,94,0,1,4.600178,3.806663,0,0,368552,38,"LOMBARDIA",2007
13.134,45,4,0,1,2.987347,3.806663,0,0,368572,38,"VENETO",2007
,3,90,0,0,,3.806663,0,0,368584,38,"LOMBARDIA",2007
10.121,5,4,0,1,3.387301,3.806663,0,0,369103,38,"EMILIA ROMAGNA",2007
,3,90,0,0,,3.806663,0,0,369351,38,"EMILIA ROMAGNA",2007
12.678,40,59,0,1,3.273818,3.806663,0,0,369395,38,"VENETO",2007
21.614,7,2,0,1,4.600178,3.806663,0,0,369474,38,"LOMBARDIA",2007
8.252,47,47,0,1,2.987347,3.806663,0,0,369743,38,"VENETO",2007
,41,53,0,0,,3.806663,0,0,369820,38,"VENETO",2007
,0,93,0,0,,3.806663,0,0,369896,38,"LOMBARDIA",2007
9.632,40,58,0,1,2.987347,3.806663,0,0,370225,38,"VENETO",2007
,3,95,0,0,,3.806663,0,0,370566,38,"LOMBARDIA",2007
,4,89,0,0,,3.806663,0,0,370791,38,"VENETO",2007
,0,98,0,0,,3.806663,0,0,371357,38,"EMILIA ROMAGNA",2007
,5,89,0,0,,3.806663,0,0,371361,38,"LOMBARDIA",2007
,0,98,0,0,,3.806663,0,0,371362,38,"EMILIA ROMAGNA",2007
9.51,33,65,0,1,3.038409,3.806663,0,0,371541,38,"VENETO",2007
,3,95,0,0,,3.806663,0,0,371740,38,"VENETO",2007
14.924,38,61,0,1,2.987347,3.806663,0,0,371854,38,"VENETO",2007
,12,86,0,0,,3.806663,0,0,372029,38,"EMILIA ROMAGNA",2007
,3,95,0,0,,3.806663,0,0,372223,38,"EMILIA ROMAGNA",2007
,0,93,0,0,,3.806663,0,0,372253,38,"LOMBARDIA",2007
,5,77,0,0,,3.806663,0,0,372254,38,"LOMBARDIA",2007
,15,78,0,0,,3.806663,0,0,372496,38,"LOMBARDIA",2007
,1,92,0,0,,3.806663,0,0,372563,38,"LOMBARDIA",2007
,8,85,0,0,,3.806663,0,0,372570,38,"LOMBARDIA",2007
,1,92,0,0,,3.806663,0,0,372948,38,"EMILIA ROMAGNA",2007
,0,93,0,0,,3.806663,0,0,373140,38,"LOMBARDIA",2007
,35,64,0,0,,3.806663,0,0,373196,38,"VENETO",2007
12.873,42,52,0,1,2.987347,3.806663,0,0,373252,38,"VENETO",2007
18.319,39,3,0,1,3.038409,3.806663,0,0,373489,38,"VENETO",2007
17.535,37,3,0,1,3.038409,3.806663,0,0,373496,38,"VENETO",2007
17.313,39,3,0,1,3.038409,3.806663,0,0,373498,38,"VENETO",2007
17.233,37,3,0,1,3.038409,3.806663,0,0,373541,38,"VENETO",2007
,0,98,0,0,,3.806663,0,0,373720,38,"LOMBARDIA",2007
,0,93,0,0,,3.806663,0,0,374168,38,"LOMBARDIA",2007
,1,97,0,0,,3.806663,0,0,374252,38,"EMILIA ROMAGNA",2007
,5,93,0,0,,3.806663,0,0,374632,38,"EMILIA ROMAGNA",2007
,8,90,0,0,,3.806663,0,0,374652,38,"LOMBARDIA",2007
14.421,41,57,0,1,2.987347,3.806663,0,0,374656,38,"VENETO",2007
17.746,38,3,0,1,3.038409,3.806663,0,0,374823,38,"VENETO",2007
,1,92,0,0,,3.806663,0,0,374904,38,"LOMBARDIA",2007
,29,64,0,0,,3.806663,0,0,374997,38,"VENETO",2007
,1,97,0,0,,3.806663,0,0,382731,38,"EMILIA ROMAGNA",2007
,0,93,1,0,,,0,,467619,,"VENETO",2009
,2,96,1,0,,,0,,476750,,"VENETO",2009
,5,49,1,0,,,0,,479144,,"VENETO",2009
,0,24,1,0,,,0,,483490,,"VENETO",2009
,0,24,1,0,,,0,,490596,,"VENETO",2009
,0,24,1,0,,,0,,490597,,"VENETO",2009
,0,24,1,0,,,0,,490598,,"VENETO",2009
,9,71,0,0,,2.285235,0,0,307125,9,"EMILIA ROMAGNA",2005
,2,78,0,0,,2.285235,0,0,307734,9,"EMILIA ROMAGNA",2005
,9,71,0,0,,2.285235,0,0,313564,9,"EMILIA ROMAGNA",2005
,0,80,0,0,,2.285235,0,0,315706,9,"EMILIA ROMAGNA",2005
,7,73,0,0,,2.285235,0,0,317024,9,"EMILIA ROMAGNA",2005
,2,78,0,0,,2.285235,0,0,322644,9,"VENETO",2006
,5,75,0,0,,2.285235,0,0,322707,9,"EMILIA ROMAGNA",2005
9.06,4,76,0,1,3.573328,2.285235,0,0,322935,9,"EMILIA ROMAGNA",2005
,11,69,0,0,,2.285235,0,0,324138,9,"EMILIA ROMAGNA",2006
,19,55,0,0,,2.285235,0,0,325729,9,"EMILIA ROMAGNA",2006
,3,77,0,0,,2.285235,0,0,326283,9,"VENETO",2006
,5,67,0,0,,2.285235,0,0,326555,9,"VENETO",2006
,1,79,0,0,,2.285235,0,0,326797,9,"EMILIA ROMAGNA",2005
,3,69,1,0,,2.285235,0,0,326853,9,"EMILIA ROMAGNA",2005
,6,66,0,0,,2.285235,0,0,327432,9,"VENETO",2006
,8,72,0,0,,2.285235,0,0,327782,9,"EMILIA ROMAGNA",2005
,6,74,0,0,,2.285235,0,0,328588,9,"EMILIA ROMAGNA",2006
17.31,18,62,0,1,2.205634,2.285235,0,0,329440,9,"EMILIA ROMAGNA",2006
,2,70,0,0,,2.285235,0,0,329649,9,"VENETO",2006
,0,80,0,0,,2.285235,0,0,329852,9,"VENETO",2006
,9,71,0,0,,2.285235,0,0,329858,9,"EMILIA ROMAGNA",2006
,8,72,0,0,,2.285235,0,0,330511,9,"EMILIA ROMAGNA",2006
,5,67,0,0,,2.285235,0,0,331045,9,"VENETO",2006
,4,68,0,0,,2.285235,0,0,331046,9,"VENETO",2006
,4,76,0,0,,2.285235,0,0,331048,9,"VENETO",2006
,5,75,0,0,,2.285235,0,0,331049,9,"VENETO",2006
,3,77,0,0,,2.285235,0,0,331696,9,"EMILIA ROMAGNA",2005
10.677,5,15,0,1,4.046029,2.285235,0,0,331740,9,"VENETO",2006
,7,65,0,0,,2.285235,0,0,331917,9,"EMILIA ROMAGNA",2006
6.575,4,76,0,1,4.046029,2.285235,0,0,332607,9,"VENETO",2006
,5,67,0,0,,2.285235,0,0,333511,9,"VENETO",2006
,2,78,0,0,,2.285235,0,0,333814,9,"VENETO",2006
,9,71,0,0,,2.285235,0,0,334360,9,"EMILIA ROMAGNA",2005
,1,79,0,0,,2.285235,0,0,334498,9,"EMILIA ROMAGNA",2006
,8,64,0,0,,2.285235,0,0,334556,9,"EMILIA ROMAGNA",2006
,7,65,0,0,,2.285235,0,0,334920,9,"EMILIA ROMAGNA",2006
,12,60,0,0,,2.285235,0,0,334921,9,"EMILIA ROMAGNA",2006
,3,69,0,0,,2.285235,0,0,335271,9,"VENETO",2006
,23,50,0,0,,2.285235,0,0,335419,9,"EMILIA ROMAGNA",2006
,3,77,0,0,,2.285235,0,0,335452,9,"VENETO",2006
,5,75,0,0,,2.285235,0,0,335874,9,"EMILIA ROMAGNA",2006
,5,75,0,0,,2.285235,0,0,336751,9,"VENETO",2006
,9,71,0,0,,2.285235,0,0,337310,9,"EMILIA ROMAGNA",2006
